Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T739,5,4,8,4887.67,13,High,0.95,0.24,0,977.53,0.5,0.595,0.201,3,0.679,False,False,False,0.324,P3 - Standard Review,False
T740,57,7,2,27927.86,19,Medium,0.96,0.35,1,489.96,3.5,0.655,0.528,2,0.623,False,False,False,0.42,P3 - Standard Review,False
T741,17,10,6,1631.53,5,Medium,0.5,0.44,3,95.97,1.67,0.47,0.442,2,0.56,False,False,False,0.447,P3 - Standard Review,False
T742,47,18,1,97857.12,6,Medium,0.31,0.35,2,2082.07,18.0,0.33,0.46,2,0.537,False,False,False,0.409,P3 - Standard Review,False
T743,23,19,4,96608.97,9,Low,0.61,0.32,2,4200.39,4.75,0.465,0.393,1,0.378,False,False,False,0.333,P3 - Standard Review,False
T744,79,4,3,40120.37,6,Low,0.29,0.88,0,507.85,1.33,0.585,0.531,1,0.443,False,False,False,0.311,P3 - Standard Review,False
T745,85,10,9,73108.71,25,Low,0.95,0.22,0,860.1,1.11,0.585,0.558,1,0.451,False,False,False,0.322,P3 - Standard Review,False
T746,14,1,3,35234.8,1,Medium,0.35,0.69,1,2516.77,0.33,0.52,0.294,2,0.526,False,False,False,0.327,P3 - Standard Review,False
T747,66,18,6,67438.22,29,Low,0.4,0.1,4,1021.79,3.0,0.25,0.672,1,0.418,False,False,True,0.487,P3 - Standard Review,False
T748,75,5,1,80737.57,3,Medium,0.53,0.58,3,1076.5,5.0,0.555,0.729,2,0.663,False,False,True,0.562,P2 - Monitor Closely,False
T749,51,15,6,94728.87,20,Low,0.51,0.83,2,1857.43,2.5,0.67,0.58,1,0.475,False,False,False,0.414,P3 - Standard Review,False
T750,38,17,4,40621.02,29,Low,0.84,0.33,0,1068.97,4.25,0.585,0.346,1,0.387,False,False,False,0.244,P4 - Low Priority,False
T751,64,3,8,78546.5,27,Low,0.57,0.25,3,1227.29,0.38,0.41,0.636,1,0.439,False,False,False,0.45,P3 - Standard Review,False
T752,38,12,9,27326.92,16,High,0.34,0.62,4,719.13,1.33,0.48,0.615,3,0.78,False,False,False,0.617,P2 - Monitor Closely,False
T753,50,2,4,99042.9,0,Medium,0.41,0.67,2,1980.86,0.5,0.54,0.537,2,0.602,False,False,False,0.454,P3 - Standard Review,False
T754,82,1,6,3551.19,9,Low,0.61,0.65,2,43.31,0.17,0.63,0.708,1,0.505,False,True,False,0.454,P3 - Standard Review,False
T755,30,17,1,60749.35,18,Medium,0.32,0.36,4,2024.98,17.0,0.34,0.537,2,0.562,False,False,False,0.513,P2 - Monitor Closely,False
T756,79,16,4,66291.09,14,Low,0.69,0.3,2,839.13,4.0,0.495,0.654,1,0.462,False,False,False,0.425,P3 - Standard Review,False
T757,51,5,7,69116.51,9,High,0.65,0.86,4,1355.23,0.71,0.755,0.756,3,0.878,False,False,False,0.693,P2 - Monitor Closely,False
T758,63,15,1,12918.37,18,Medium,0.77,0.84,2,205.05,15.0,0.805,0.675,2,0.697,False,False,False,0.523,P2 - Monitor Closely,False
T759,52,3,8,93914.45,11,Low,0.95,0.47,1,1806.05,0.38,0.71,0.522,1,0.465,False,False,False,0.358,P3 - Standard Review,False
T760,38,7,6,18937.14,23,Medium,0.93,0.78,4,498.35,1.17,0.855,0.727,2,0.722,False,False,False,0.622,P2 - Monitor Closely,False
T761,88,11,5,62652.59,15,Low,0.96,0.46,3,711.96,2.2,0.71,0.834,1,0.559,False,True,True,0.546,P2 - Monitor Closely,False
T762,79,10,9,23044.93,8,High,0.4,0.44,1,291.71,1.11,0.42,0.556,3,0.751,False,False,False,0.478,P3 - Standard Review,False
T763,30,9,2,31414.43,14,Low,0.31,0.23,3,1047.15,4.5,0.27,0.441,1,0.353,False,False,False,0.366,P3 - Standard Review,False
T764,51,14,5,55099.4,29,Medium,0.44,0.44,2,1080.38,2.8,0.44,0.511,2,0.575,False,False,False,0.435,P3 - Standard Review,False
T765,81,13,6,42302.15,26,Low,0.92,0.53,3,522.25,2.17,0.725,0.807,1,0.554,False,True,True,0.537,P2 - Monitor Closely,False
T766,5,2,7,16862.33,27,Medium,0.98,0.12,1,3372.47,0.29,0.55,0.262,2,0.522,False,False,False,0.319,P3 - Standard Review,False
T767,29,3,5,17922.7,16,Medium,0.89,0.46,4,618.02,0.6,0.675,0.633,2,0.658,False,False,False,0.573,P2 - Monitor Closely,False
T768,4,7,9,42396.33,13,Medium,0.29,0.73,0,10599.08,0.78,0.51,0.171,2,0.487,False,False,False,0.26,P4 - Low Priority,False
T769,10,18,1,75971.01,26,Medium,0.96,0.64,3,7597.1,18.0,0.8,0.51,2,0.646,False,False,False,0.514,P2 - Monitor Closely,False
T770,56,3,7,89898.5,17,High,0.54,0.61,0,1605.33,0.43,0.575,0.424,3,0.742,True,False,False,0.406,P3 - Standard Review,False
T771,17,10,7,9328.64,25,Low,0.21,0.83,3,548.74,1.43,0.52,0.457,1,0.408,False,False,False,0.391,P3 - Standard Review,False
T772,74,7,4,39917.29,1,Low,0.55,0.11,3,539.42,1.75,0.33,0.657,1,0.43,False,False,True,0.45,P3 - Standard Review,False
T773,17,9,9,10924.31,3,Low,0.24,0.55,4,642.61,1.0,0.395,0.495,1,0.394,False,False,False,0.433,P3 - Standard Review,False
T774,84,17,5,2642.66,17,High,0.64,0.73,2,31.46,3.4,0.685,0.733,3,0.857,False,False,False,0.601,P2 - Monitor Closely,False
T775,88,11,4,66510.15,6,Low,0.47,0.53,1,755.8,2.75,0.5,0.621,1,0.453,False,False,False,0.376,P3 - Standard Review,False
T776,69,7,7,60642.49,12,Medium,0.58,0.36,1,878.88,1.0,0.47,0.526,2,0.585,False,False,False,0.405,P3 - Standard Review,False
T777,34,14,4,17138.89,14,Medium,0.69,0.21,1,504.08,3.5,0.45,0.363,2,0.532,False,False,False,0.342,P3 - Standard Review,False
T778,6,19,3,24147.47,24,Low,0.9,0.81,2,4024.58,6.33,0.855,0.433,1,0.468,False,False,False,0.379,P3 - Standard Review,False
T779,53,4,9,3347.07,22,Low,0.73,0.48,0,63.15,0.44,0.605,0.42,1,0.414,False,False,False,0.271,P4 - Low Priority,False
T780,66,6,8,83659.77,27,Low,0.55,0.8,1,1267.57,0.75,0.675,0.574,1,0.474,False,False,False,0.373,P3 - Standard Review,False
T781,77,10,1,97494.37,21,Low,0.86,0.57,0,1266.16,10.0,0.715,0.561,1,0.478,False,False,False,0.334,P3 - Standard Review,False
T782,43,7,7,14410.49,25,Low,0.92,0.64,2,335.13,1.0,0.78,0.577,1,0.496,False,False,False,0.418,P3 - Standard Review,False
T783,75,13,9,23916.05,0,Low,0.3,0.74,2,318.88,1.44,0.52,0.643,1,0.464,False,False,False,0.422,P3 - Standard Review,False
T784,23,14,8,86972.54,10,High,0.63,0.63,4,3781.41,1.75,0.63,0.592,3,0.804,True,False,False,0.627,P2 - Monitor Closely,False
T785,55,4,8,92719.92,9,High,0.43,0.42,1,1685.82,0.5,0.425,0.45,3,0.72,True,False,False,0.442,P3 - Standard Review,False
T786,80,8,6,42543.11,24,Low,0.24,0.51,4,531.79,1.33,0.375,0.772,1,0.473,False,True,True,0.533,P2 - Monitor Closely,False
T787,75,5,4,6011.62,4,Low,0.73,0.74,1,80.15,1.25,0.735,0.633,1,0.504,False,False,False,0.398,P3 - Standard Review,False
T788,16,1,8,4899.79,15,Low,0.89,0.4,2,306.24,0.12,0.645,0.415,1,0.42,False,False,False,0.347,P3 - Standard Review,False
T789,8,4,3,57821.04,10,Medium,0.33,0.41,2,7227.63,1.33,0.37,0.297,2,0.496,False,False,False,0.363,P3 - Standard Review,False
T790,4,3,9,39896.62,20,High,0.85,0.18,3,9974.16,0.33,0.515,0.397,3,0.722,False,False,False,0.521,P2 - Monitor Closely,False
T791,4,9,2,3836.59,5,Low,0.88,0.83,3,959.15,4.5,0.855,0.499,1,0.487,False,False,False,0.434,P3 - Standard Review,False
T792,56,8,2,58741.99,8,Low,0.93,0.17,2,1048.96,4.0,0.55,0.567,1,0.447,False,False,False,0.398,P3 - Standard Review,False
T793,25,1,7,2118.95,12,Medium,0.41,0.62,2,84.76,0.14,0.515,0.417,2,0.561,False,False,False,0.404,P3 - Standard Review,False
T794,67,6,4,78949.82,23,Medium,0.92,0.43,0,1178.36,1.5,0.675,0.504,2,0.62,False,False,False,0.376,P3 - Standard Review,False
T795,67,9,8,31336.85,7,Low,0.46,0.42,0,467.71,1.12,0.44,0.433,1,0.385,False,False,False,0.263,P4 - Low Priority,False
T796,27,7,9,4985.54,13,Medium,0.64,0.64,4,184.65,0.78,0.64,0.613,2,0.645,False,False,False,0.562,P2 - Monitor Closely,False
T797,32,4,7,59246.87,23,Low,0.24,0.15,3,1851.46,0.57,0.195,0.427,1,0.334,False,False,False,0.357,P3 - Standard Review,False
T798,50,13,5,40370.76,0,Low,0.24,0.57,3,807.42,2.6,0.405,0.571,1,0.419,False,False,False,0.425,P3 - Standard Review,False
T799,61,17,8,97406.24,16,Medium,0.78,0.72,2,1596.82,2.12,0.75,0.649,2,0.678,False,False,False,0.512,P2 - Monitor Closely,False
T800,51,2,4,54875.67,23,High,0.56,0.76,2,1075.99,0.5,0.66,0.577,3,0.805,False,False,False,0.543,P2 - Monitor Closely,False
T801,19,5,2,28248.68,4,Low,0.41,0.24,4,1486.77,2.5,0.325,0.483,1,0.377,False,False,False,0.425,P3 - Standard Review,False
T802,21,12,6,71234.45,24,High,0.35,0.82,3,3392.12,2.0,0.585,0.495,3,0.766,False,False,False,0.55,P2 - Monitor Closely,False
T803,5,8,9,27877.71,1,Low,0.74,0.62,0,5575.54,0.89,0.68,0.226,1,0.37,False,False,False,0.216,P4 - Low Priority,False
T804,82,6,1,90520.09,24,Medium,0.2,0.81,1,1103.9,6.0,0.505,0.595,2,0.613,False,False,False,0.434,P3 - Standard Review,False
T805,42,8,7,38097.48,27,Low,0.84,0.49,4,907.08,1.14,0.665,0.688,1,0.506,False,False,False,0.526,P2 - Monitor Closely,False
T806,61,18,9,55436.99,29,High,0.26,0.53,1,908.8,2.0,0.395,0.468,3,0.719,False,False,False,0.444,P3 - Standard Review,False
T807,22,3,9,6006.74,23,High,0.35,0.84,0,273.03,0.33,0.595,0.277,3,0.702,False,False,False,0.351,P3 - Standard Review,False
T808,21,12,3,43186.0,8,Low,0.51,0.82,0,2056.48,4.0,0.665,0.294,1,0.388,False,False,False,0.233,P4 - Low Priority,False
T809,70,3,5,83403.99,3,High,0.59,0.46,1,1191.49,0.6,0.525,0.547,3,0.769,True,False,False,0.484,P3 - Standard Review,False
T810,1,6,8,80759.23,16,High,0.48,0.32,4,80759.23,0.75,0.4,0.424,3,0.707,True,False,False,0.707,P1 - Immediate Attention,False
T811,5,2,8,23207.54,16,Medium,0.46,0.41,1,4641.51,0.25,0.435,0.228,2,0.489,False,False,False,0.3,P3 - Standard Review,False
T812,12,12,4,23381.83,20,Low,0.97,0.41,4,1948.49,3.0,0.69,0.561,1,0.473,False,False,False,0.484,P3 - Standard Review,False
T813,46,2,1,81913.23,17,High,0.71,0.33,4,1780.72,2.0,0.52,0.663,3,0.803,True,False,False,0.641,P2 - Monitor Closely,False
T814,34,6,1,93109.44,15,High,0.22,0.31,2,2738.51,6.0,0.265,0.382,3,0.668,True,False,False,0.443,P3 - Standard Review,False
T815,49,17,4,10440.73,29,Low,0.54,0.79,3,213.08,4.25,0.665,0.645,1,0.493,False,False,False,0.471,P3 - Standard Review,False
T816,78,3,6,45555.81,7,High,0.9,0.16,3,584.05,0.5,0.53,0.735,3,0.826,False,False,True,0.628,P2 - Monitor Closely,False
T817,45,2,8,34407.97,25,Low,0.44,0.64,0,764.62,0.25,0.54,0.364,1,0.384,False,False,False,0.246,P4 - Low Priority,False
T818,27,8,6,87198.16,10,Low,0.28,0.24,2,3229.56,1.33,0.26,0.349,1,0.323,False,False,False,0.298,P4 - Low Priority,False
T819,73,12,9,9268.97,20,Medium,0.81,0.38,3,126.97,1.33,0.595,0.732,2,0.672,False,False,True,0.565,P2 - Monitor Closely,False
T820,26,4,9,21901.47,20,Medium,0.68,0.15,4,842.36,0.44,0.415,0.541,2,0.579,False,False,False,0.519,P2 - Monitor Closely,False
T821,47,5,2,75494.37,17,Medium,0.66,0.32,4,1606.26,2.5,0.49,0.658,2,0.629,False,False,False,0.569,P2 - Monitor Closely,False
T822,86,13,1,6078.09,22,Low,0.24,0.71,1,70.68,13.0,0.475,0.604,1,0.443,False,False,False,0.366,P3 - Standard Review,False
T823,56,15,2,49761.0,28,High,0.31,0.81,1,888.59,7.5,0.56,0.495,3,0.76,False,False,False,0.467,P3 - Standard Review,False
T824,63,16,5,44768.6,23,Low,0.7,0.28,4,710.61,3.2,0.49,0.73,1,0.484,False,True,False,0.528,P2 - Monitor Closely,False
T825,48,10,4,34105.72,9,Low,0.37,0.47,4,710.54,2.5,0.42,0.642,1,0.443,False,False,False,0.489,P3 - Standard Review,False
T826,61,16,4,40062.66,12,Low,0.6,0.48,1,656.76,4.0,0.54,0.511,1,0.428,False,False,False,0.338,P3 - Standard Review,False
T827,81,12,9,53464.12,16,Medium,0.64,0.8,3,660.05,1.33,0.72,0.805,2,0.719,False,False,True,0.603,P2 - Monitor Closely,False
T828,26,17,8,16975.37,17,High,0.43,0.71,0,652.9,2.12,0.57,0.288,3,0.7,False,False,False,0.353,P3 - Standard Review,False
T829,36,16,6,57627.59,9,Medium,0.96,0.51,1,1600.77,2.67,0.735,0.457,2,0.617,False,False,False,0.402,P3 - Standard Review,False
T830,1,12,1,80737.8,15,High,0.87,0.64,3,80737.8,12.0,0.755,0.456,3,0.788,True,False,False,0.71,P1 - Immediate Attention,False
T831,8,8,2,76255.93,19,Low,0.78,0.78,3,9531.99,4.0,0.78,0.495,1,0.471,False,False,False,0.445,P3 - Standard Review,False
T832,52,3,6,16236.09,4,Medium,0.26,0.11,3,312.23,0.5,0.185,0.514,2,0.525,False,False,False,0.452,P3 - Standard Review,False
T833,79,16,2,15775.7,12,Low,0.28,0.42,2,199.69,8.0,0.35,0.61,1,0.42,False,False,False,0.396,P3 - Standard Review,False
T834,47,13,5,27549.26,17,Low,0.59,0.83,2,586.15,2.6,0.71,0.574,1,0.481,False,False,False,0.412,P3 - Standard Review,False
T835,56,19,5,36746.4,16,Low,0.33,0.69,3,656.19,3.8,0.51,0.63,1,0.458,False,False,False,0.455,P3 - Standard Review,False
T836,86,8,6,41437.1,8,Medium,0.98,0.53,4,481.83,1.33,0.755,0.913,2,0.758,False,False,True,0.682,P2 - Monitor Closely,False
T837,14,5,6,68290.02,13,Medium,0.33,0.52,2,4877.86,0.83,0.425,0.34,2,0.52,False,False,False,0.378,P3 - Standard Review,False
T838,28,8,6,6611.36,16,Medium,0.59,0.38,1,236.12,1.33,0.485,0.346,2,0.534,False,False,False,0.338,P3 - Standard Review,False
T839,87,12,2,4432.6,28,Low,0.49,0.52,2,50.95,6.0,0.505,0.693,1,0.476,False,False,False,0.439,P3 - Standard Review,False
T840,78,1,3,39799.15,3,Low,0.71,0.62,4,510.25,0.33,0.665,0.85,1,0.555,False,True,True,0.586,P2 - Monitor Closely,False
T841,88,6,6,70019.21,17,Medium,0.3,0.43,0,795.67,1.0,0.365,0.505,2,0.558,False,False,False,0.351,P3 - Standard Review,False
T842,2,18,8,20150.1,26,Low,0.54,0.67,2,10075.05,2.25,0.605,0.34,1,0.39,False,False,False,0.337,P3 - Standard Review,False
T843,26,8,1,64508.94,19,High,0.42,0.79,3,2481.11,8.0,0.605,0.523,3,0.778,False,False,False,0.56,P2 - Monitor Closely,False
T844,14,7,1,26722.99,23,Medium,0.91,0.22,3,1908.78,7.0,0.565,0.457,2,0.583,False,False,False,0.464,P3 - Standard Review,False
T845,59,1,2,88722.52,23,Low,0.23,0.46,3,1503.77,0.5,0.345,0.594,1,0.414,False,False,False,0.43,P3 - Standard Review,False
T846,56,16,6,89673.3,14,High,0.93,0.43,0,1601.31,2.67,0.68,0.456,3,0.773,True,False,False,0.427,P3 - Standard Review,False
T847,7,12,9,30431.43,10,Medium,0.87,0.65,4,4347.35,1.33,0.76,0.559,2,0.653,False,False,False,0.56,P2 - Monitor Closely,False
T848,3,6,4,23769.38,11,Low,0.44,0.3,1,7923.13,1.5,0.37,0.199,1,0.3,False,False,False,0.224,P4 - Low Priority,False
T849,23,2,3,41719.09,8,Medium,0.83,0.61,4,1813.87,0.67,0.72,0.619,2,0.663,False,False,False,0.574,P2 - Monitor Closely,False
T850,18,14,8,24812.63,12,Low,0.22,0.8,0,1378.48,1.75,0.51,0.234,1,0.339,False,False,False,0.197,P4 - Low Priority,False
T851,38,4,9,67566.0,14,High,0.97,0.43,3,1778.05,0.44,0.7,0.606,3,0.822,False,False,False,0.597,P2 - Monitor Closely,False
T852,15,1,5,82780.4,26,High,0.62,0.83,4,5518.69,0.2,0.725,0.585,3,0.82,True,False,False,0.636,P2 - Monitor Closely,False
T853,64,18,9,67636.12,14,High,0.44,0.89,1,1056.81,2.0,0.665,0.562,3,0.802,False,False,False,0.501,P2 - Monitor Closely,False
T854,89,13,2,82610.69,27,Medium,0.49,0.18,3,928.21,6.5,0.335,0.726,2,0.618,False,False,True,0.543,P2 - Monitor Closely,False
T855,28,2,3,40302.22,4,Low,0.25,0.29,1,1439.36,0.67,0.27,0.282,1,0.305,False,False,False,0.233,P4 - Low Priority,False
T856,74,9,7,16475.38,22,Medium,0.99,0.86,2,222.64,1.29,0.925,0.76,2,0.746,False,False,False,0.564,P2 - Monitor Closely,False
T857,39,2,7,74057.14,18,Low,0.23,0.87,1,1898.9,0.29,0.55,0.415,1,0.401,False,False,False,0.306,P3 - Standard Review,False
T858,57,9,6,36686.98,25,Medium,0.72,0.18,3,643.63,1.5,0.45,0.616,2,0.608,False,False,False,0.511,P2 - Monitor Closely,False
T859,17,1,6,67455.81,19,Medium,0.55,0.11,2,3967.99,0.17,0.33,0.325,2,0.497,False,False,False,0.363,P3 - Standard Review,False
T860,86,11,2,27793.75,25,Low,0.96,0.23,3,323.18,5.5,0.595,0.79,1,0.523,False,True,True,0.52,P2 - Monitor Closely,False
T861,44,3,6,9041.73,24,Low,0.4,0.9,3,205.49,0.5,0.65,0.618,1,0.482,False,False,False,0.46,P3 - Standard Review,False
T862,25,4,4,99265.6,25,High,0.63,0.24,2,3970.62,1.0,0.435,0.393,3,0.705,True,False,False,0.464,P3 - Standard Review,False
T863,17,18,3,16463.95,25,High,0.59,0.5,1,968.47,6.0,0.545,0.315,3,0.704,False,False,False,0.4,P3 - Standard Review,False
T864,13,6,2,98853.68,13,Low,0.76,0.78,0,7604.13,3.0,0.77,0.289,1,0.407,False,False,False,0.251,P4 - Low Priority,False
T865,84,3,1,97750.71,27,Low,0.25,0.12,0,1163.7,3.0,0.185,0.433,1,0.334,False,False,False,0.244,P4 - Low Priority,False
T866,25,11,5,79587.99,16,Low,0.36,0.58,0,3183.52,2.2,0.47,0.253,1,0.337,False,False,False,0.205,P4 - Low Priority,False
T867,68,15,2,66282.87,17,High,0.37,0.32,0,974.75,7.5,0.345,0.409,3,0.692,False,False,False,0.381,P3 - Standard Review,False
T868,10,5,2,58202.9,20,Low,0.79,0.79,4,5820.29,2.5,0.79,0.582,1,0.499,False,False,False,0.507,P2 - Monitor Closely,False
T869,67,10,7,86744.05,2,Medium,0.35,0.33,0,1294.69,1.43,0.34,0.403,2,0.522,False,False,False,0.312,P3 - Standard Review,False
T870,18,12,8,29654.51,1,Low,0.66,0.65,2,1647.47,1.5,0.655,0.427,1,0.426,False,False,False,0.356,P3 - Standard Review,False
T871,86,15,8,47300.44,0,Medium,0.37,0.64,0,550.01,1.88,0.505,0.538,2,0.596,False,False,False,0.374,P3 - Standard Review,False
T872,34,17,4,62319.61,9,Low,0.89,0.28,3,1832.93,4.25,0.585,0.553,1,0.45,False,False,False,0.435,P3 - Standard Review,False
T873,8,10,1,41707.86,18,Medium,0.95,0.13,0,5213.48,10.0,0.54,0.198,2,0.501,False,False,False,0.261,P4 - Low Priority,False
T874,40,6,7,43321.16,16,Low,0.61,0.43,1,1083.03,0.86,0.52,0.411,1,0.394,False,False,False,0.3,P3 - Standard Review,False
T875,83,18,1,33698.18,11,Medium,0.48,0.33,2,406.0,18.0,0.405,0.645,2,0.608,False,False,False,0.48,P3 - Standard Review,False
T876,42,13,4,56858.95,0,Low,0.39,0.75,2,1353.78,3.25,0.57,0.51,1,0.434,False,False,False,0.379,P3 - Standard Review,False
T877,41,3,8,85206.88,11,Medium,0.24,0.74,4,2078.22,0.38,0.49,0.631,2,0.621,False,False,False,0.56,P2 - Monitor Closely,False
T878,6,10,2,20951.31,16,High,0.41,0.47,3,3491.88,5.0,0.44,0.384,3,0.703,False,False,False,0.497,P3 - Standard Review,False
T879,52,14,6,93508.87,23,Low,0.72,0.59,2,1798.25,2.33,0.655,0.58,1,0.472,False,False,False,0.413,P3 - Standard Review,False
T880,26,6,6,69219.68,2,High,0.63,0.58,1,2662.3,1.0,0.605,0.373,3,0.733,False,False,False,0.43,P3 - Standard Review,False
T881,64,3,9,82504.05,10,Medium,0.96,0.76,0,1289.13,0.33,0.86,0.546,2,0.669,False,False,False,0.407,P3 - Standard Review,False
T882,59,16,5,56062.88,16,Low,0.52,0.44,2,950.22,3.2,0.48,0.559,1,0.43,False,False,False,0.389,P3 - Standard Review,False
T883,56,7,4,78172.15,22,Low,0.76,0.32,1,1395.93,1.75,0.54,0.489,1,0.421,False,False,False,0.331,P3 - Standard Review,False
T884,59,14,5,2603.84,25,Low,0.59,0.31,0,44.13,2.8,0.45,0.4,1,0.377,False,False,False,0.251,P4 - Low Priority,False
T885,70,9,5,82019.66,2,Medium,0.61,0.53,4,1171.71,1.8,0.57,0.786,2,0.683,False,False,True,0.622,P2 - Monitor Closely,False
T886,33,15,8,4973.75,7,Medium,0.41,0.46,2,150.72,1.88,0.435,0.429,2,0.549,False,False,False,0.402,P3 - Standard Review,False
T887,53,3,8,89101.42,19,Low,0.56,0.45,2,1681.16,0.38,0.505,0.54,1,0.43,False,False,False,0.386,P3 - Standard Review,False
T888,22,2,2,99204.31,3,Medium,0.58,0.17,1,4509.29,1.0,0.375,0.286,2,0.494,False,False,False,0.316,P3 - Standard Review,False
T889,21,2,7,30112.68,20,High,0.77,0.67,3,1433.94,0.29,0.72,0.535,3,0.804,False,False,False,0.571,P2 - Monitor Closely,False
T890,70,3,8,21821.54,21,High,0.95,0.27,4,311.74,0.38,0.61,0.798,3,0.861,False,False,True,0.695,P2 - Monitor Closely,False
T891,70,18,6,76770.97,6,Medium,0.46,0.26,3,1096.73,3.0,0.36,0.648,2,0.6,False,False,True,0.517,P2 - Monitor Closely,False
T892,4,14,5,26049.61,13,High,0.23,0.43,2,6512.4,2.8,0.33,0.267,3,0.646,False,False,False,0.414,P3 - Standard Review,False
T893,75,18,9,86690.68,13,Medium,0.6,0.28,3,1155.88,2.0,0.44,0.694,2,0.63,False,False,True,0.54,P2 - Monitor Closely,False
T894,62,10,3,11181.42,3,Low,0.64,0.57,0,180.35,3.33,0.605,0.46,1,0.426,False,False,False,0.286,P4 - Low Priority,False
T895,62,2,4,13469.56,15,High,0.33,0.4,4,217.25,0.5,0.365,0.688,3,0.779,False,False,False,0.634,P2 - Monitor Closely,False
T896,24,1,9,97936.0,23,Low,0.81,0.46,3,4080.67,0.11,0.635,0.523,1,0.451,False,False,False,0.432,P3 - Standard Review,False
T897,55,4,6,67710.05,28,Low,0.99,0.53,0,1231.09,0.67,0.76,0.475,1,0.461,False,False,False,0.306,P3 - Standard Review,False
T898,9,14,8,84841.84,21,Low,0.96,0.26,1,9426.87,1.75,0.61,0.298,1,0.378,False,False,False,0.283,P4 - Low Priority,False
T899,3,1,7,33108.61,29,High,0.36,0.22,3,11036.2,0.14,0.29,0.325,3,0.656,False,False,False,0.479,P3 - Standard Review,False
T900,31,14,2,67971.89,0,High,0.9,0.8,4,2192.64,7.0,0.85,0.694,3,0.878,False,False,False,0.679,P2 - Monitor Closely,False
T901,40,16,3,59829.94,16,Low,0.76,0.45,0,1495.75,5.33,0.605,0.361,1,0.396,False,False,False,0.252,P4 - Low Priority,False
T902,36,14,1,60711.86,24,Low,0.56,0.43,3,1686.44,14.0,0.495,0.535,1,0.426,False,False,False,0.42,P3 - Standard Review,False
T903,24,3,9,68570.71,9,Low,0.63,0.13,1,2857.11,0.33,0.38,0.297,1,0.332,False,False,False,0.251,P4 - Low Priority,False
T904,6,3,7,57960.56,21,Medium,0.88,0.5,3,9660.09,0.43,0.69,0.459,2,0.609,False,False,False,0.491,P3 - Standard Review,False
T905,66,9,1,43477.17,15,Low,0.58,0.54,0,658.74,9.0,0.56,0.465,1,0.418,False,False,False,0.285,P4 - Low Priority,False
T906,84,6,3,28316.35,15,Medium,0.5,0.55,3,337.1,2.0,0.525,0.76,2,0.666,False,False,True,0.57,P2 - Monitor Closely,False
T907,75,13,4,77089.55,25,Low,0.59,0.67,4,1027.86,3.25,0.63,0.826,1,0.54,False,True,True,0.575,P2 - Monitor Closely,False
T908,4,2,4,23400.97,7,Low,0.66,0.24,2,5850.24,0.5,0.45,0.303,1,0.348,False,False,False,0.302,P3 - Standard Review,False
T909,79,8,5,69543.08,28,Low,0.35,0.3,0,880.29,1.6,0.325,0.453,1,0.368,False,False,False,0.262,P4 - Low Priority,False
T910,6,2,3,24099.95,6,Low,0.92,0.75,0,4016.66,0.67,0.835,0.277,1,0.417,False,False,False,0.244,P4 - Low Priority,False
T911,51,4,3,62907.69,27,High,0.74,0.86,0,1233.48,1.33,0.8,0.469,3,0.801,False,False,False,0.44,P3 - Standard Review,False
T912,62,15,1,74960.75,5,Low,0.71,0.21,0,1209.04,15.0,0.46,0.417,1,0.384,False,False,False,0.26,P4 - Low Priority,False
T913,57,4,7,22652.68,15,Low,0.28,0.5,3,397.42,0.57,0.39,0.598,1,0.424,False,False,False,0.432,P3 - Standard Review,False
T914,66,13,1,6934.39,19,Low,0.68,0.27,4,105.07,13.0,0.475,0.739,1,0.483,False,True,True,0.528,P2 - Monitor Closely,False
T915,79,12,2,13966.4,15,Low,0.3,0.15,1,176.79,6.0,0.225,0.498,1,0.361,False,False,False,0.307,P3 - Standard Review,False
T916,75,13,4,60993.7,6,Low,0.26,0.36,4,813.25,3.25,0.31,0.73,1,0.448,False,True,True,0.513,P2 - Monitor Closely,False
T917,8,14,4,85095.19,8,Low,0.62,0.21,0,10636.9,3.5,0.415,0.16,1,0.298,False,False,False,0.181,P4 - Low Priority,False
T918,26,18,5,5454.69,13,Medium,0.52,0.67,3,209.8,3.6,0.595,0.52,2,0.608,False,False,False,0.486,P3 - Standard Review,False
T919,51,6,2,73680.97,10,Medium,0.67,0.53,3,1444.72,3.0,0.6,0.634,2,0.644,False,False,False,0.532,P2 - Monitor Closely,False
T920,45,11,4,34790.55,25,Low,0.27,0.22,0,773.12,2.75,0.245,0.276,1,0.298,False,False,False,0.19,P4 - Low Priority,False
T921,44,2,1,48374.31,25,Low,0.54,0.11,3,1099.42,2.0,0.325,0.52,1,0.388,False,False,False,0.4,P3 - Standard Review,False
T922,5,19,2,92957.1,13,High,0.34,0.75,0,18591.42,9.5,0.545,0.186,3,0.665,True,False,False,0.351,P3 - Standard Review,False
T923,70,19,1,33865.18,6,Low,0.99,0.24,4,483.79,19.0,0.615,0.799,1,0.529,False,True,True,0.562,P2 - Monitor Closely,False
